Expertise,Mode,Winner,Loser
expert,tradeN,w0,173
expert,tradeN,w0,28
expert,tradeN,w0,130
expert,tradeN,w0,7
expert,tradeN,w0,344
expert,tradeN,w0,39
expert,tournamentN,286,257
expert,tournamentN,263,148
expert,tournamentN,w17,79
expert,tournamentN,w4,313
expert,tournamentN,253,114
expert,tournamentN,233,88
expert,tournamentN,123,161
expert,tournamentN,165,134
expert,tournamentN,133,160
expert,tournamentN,237,159
expert,tournamentN,w15,199
expert,tournamentN,241,280
expert,tournamentN,20,139
expert,tournamentN,157,254
expert,tournamentN,83,137
expert,tournamentN,58,298
expert,tournamentN,286,237
expert,tournamentN,w4,83
expert,tournamentN,263,165
expert,tournamentN,253,20
expert,tournamentN,w17,241
expert,tournamentN,133,233
expert,tournamentN,123,157
expert,tournamentN,58,w15
expert,tournamentN,253,w4
expert,tournamentN,286,w17
expert,tournamentN,58,123
expert,tournamentN,263,133
expert,tournamentN,58,286
expert,tournamentN,253,263
expert,tournamentN,58,253
expert,tradeN,162,304
expert,tradeN,60,162
expert,tradeN,w8,60
expert,tradeN,340,w8
expert,tradeN,340,227
expert,tradeN,340,79
expert,tradeN,340,120
expert,tradeN,340,331
expert,tradeN,340,77
expert,tradeN,340,156
expert,tradeN,340,97
expert,tradeN,340,13
expert,tradeN,340,94
expert,tradeN,340,209
expert,tradeN,340,41
expert,tradeN,340,56
expert,tradeN,340,178
expert,tradeN,340,235
expert,tradeN,340,154
expert,tradeN,340,274
expert,tradeN,340,139
expert,tradeN,340,115
expert,tradeN,340,286
expert,tradeN,340,24
expert,tradeN,340,125
expert,tradeN,340,92
expert,tradeN,340,108
expert,tradeN,340,w16
expert,tradeN,340,316
expert,tradeN,340,168
expert,tradeN,340,205
expert,tournamentN,320,287
expert,tournamentN,217,28
expert,tournamentN,199,82
expert,tournamentN,276,54
expert,tournamentN,w9,214
expert,tournamentN,177,184
expert,tournamentN,10,215
expert,tournamentN,348,261
expert,tournamentN,160,306
expert,tournamentN,172,268
expert,tournamentN,321,114
expert,tournamentN,121,291
expert,tournamentN,w1,264
expert,tournamentN,290,72
expert,tournamentN,210,303
expert,tournamentN,0,251
expert,tournamentN,121,217
expert,tournamentN,290,320
expert,tournamentN,276,10
expert,tournamentN,w1,321
expert,tournamentN,177,199
expert,tournamentN,160,348
expert,tournamentN,w9,210
expert,tournamentN,172,0
expert,tournamentN,w9,172
expert,tournamentN,w1,160
expert,tournamentN,276,290
expert,tournamentN,121,177
expert,tournamentN,w9,121
expert,tournamentN,w1,276
expert,tournamentN,w9,w1
novice,tradeN,19,1
novice,tradeN,228,19
novice,tradeN,228,93
novice,tradeN,228,147
novice,tradeN,228,204
novice,tradeN,268,228
novice,tradeN,268,135
novice,tradeN,268,213
novice,tradeN,268,145
novice,tradeN,268,311
novice,tradeN,268,306
novice,tradeN,268,286
novice,tradeN,268,265
novice,tradeN,268,195
novice,tradeN,268,289
novice,tradeN,268,7
novice,tradeN,268,103
novice,tradeN,268,37
novice,tradeN,268,94
novice,tradeN,268,278
novice,tradeN,268,218
novice,tradeN,268,347
novice,tradeN,268,219
novice,tradeN,268,176
novice,tradeN,268,305
novice,tradeN,268,26
novice,tradeN,268,38
novice,tradeN,268,192
novice,tradeN,268,290
novice,tradeN,268,139
novice,tradeN,268,25
novice,tournamentN,143,223
novice,tournamentN,150,179
novice,tournamentN,239,156
novice,tournamentN,130,w14
novice,tournamentN,200,160
novice,tournamentN,281,42
novice,tournamentN,284,50
novice,tournamentN,344,148
novice,tournamentN,253,43
novice,tournamentN,120,114
novice,tournamentN,199,183
novice,tournamentN,134,2
novice,tournamentN,167,303
novice,tournamentN,346,51
novice,tournamentN,203,123
novice,tournamentN,319,251
novice,tournamentN,344,120
novice,tournamentN,203,167
novice,tournamentN,130,143
novice,tournamentN,200,253
novice,tournamentN,319,284
novice,tournamentN,346,150
novice,tournamentN,199,281
novice,tournamentN,134,239
novice,tournamentN,344,199
novice,tournamentN,130,200
novice,tournamentN,346,203
novice,tournamentN,319,134
novice,tournamentN,344,130
novice,tournamentN,319,346
novice,tournamentN,344,319
expert,tradeN,180,306
expert,tradeN,215,180
expert,tradeN,215,144
expert,tradeN,215,323
expert,tradeN,324,215
expert,tradeN,324,22
expert,tradeN,324,204
expert,tradeN,324,23
expert,tradeN,324,175
expert,tradeN,228,324
expert,tradeN,228,132
expert,tradeN,228,130
expert,tradeN,228,167
expert,tradeN,228,201
expert,tradeN,258,228
expert,tradeN,258,242
expert,tradeN,258,w1
expert,tradeN,258,46
expert,tradeN,258,313
expert,tradeN,258,214
expert,tradeN,258,220
expert,tradeN,258,248
expert,tradeN,258,328
expert,tradeN,258,317
expert,tradeN,258,281
expert,tradeN,258,212
expert,tradeN,258,35
expert,tradeN,258,44
expert,tradeN,258,261
expert,tradeN,258,89
expert,tradeN,258,65
expert,tournamentN,338,1
expert,tournamentN,210,213
expert,tournamentN,137,291
expert,tournamentN,198,54
expert,tournamentN,w8,14
expert,tournamentN,186,149
expert,tournamentN,124,105
expert,tournamentN,51,304
expert,tournamentN,w0,15
expert,tournamentN,344,244
expert,tournamentN,11,151
expert,tournamentN,94,184
expert,tournamentN,w5,273
expert,tournamentN,145,91
expert,tournamentN,w2,160
expert,tournamentN,45,195
expert,tournamentN,344,45
expert,tournamentN,338,w0
expert,tournamentN,11,94
expert,tournamentN,w8,124
expert,tournamentN,w2,w5
expert,tournamentN,51,137
expert,tournamentN,186,210
expert,tournamentN,198,145
expert,tournamentN,338,51
expert,tournamentN,344,w8
expert,tournamentN,w2,186
expert,tournamentN,198,11
expert,tournamentN,w2,198
expert,tournamentN,338,344
expert,tournamentN,338,w2
expert,tradeN,137,69
expert,tradeN,137,156
expert,tradeN,329,137
expert,tradeN,329,178
expert,tradeN,329,247
expert,tradeN,329,139
expert,tradeN,329,34
expert,tradeN,329,80
expert,tradeN,329,289
expert,tradeN,329,328
expert,tradeN,329,295
expert,tradeN,329,338
expert,tradeN,329,122
expert,tradeN,329,182
expert,tradeN,329,249
expert,tradeN,329,66
expert,tradeN,329,100
expert,tradeN,329,124
expert,tradeN,329,190
expert,tradeN,329,342
expert,tradeN,329,36
expert,tradeN,329,163
expert,tradeN,329,183
expert,tradeN,329,167
expert,tradeN,329,144
expert,tradeN,329,129
expert,tradeN,329,253
expert,tradeN,329,173
expert,tradeN,329,15
expert,tradeN,329,111
expert,tradeN,329,313
expert,tournamentN,145,238
expert,tournamentN,w19,177
expert,tournamentN,153,65
expert,tournamentN,158,319
expert,tournamentN,211,76
expert,tournamentN,205,43
expert,tournamentN,45,262
expert,tournamentN,214,112
expert,tournamentN,248,257
expert,tournamentN,341,62
expert,tournamentN,w0,18
expert,tournamentN,181,48
expert,tournamentN,8,115
expert,tournamentN,w15,236
expert,tournamentN,77,179
expert,tournamentN,32,67
expert,tournamentN,45,8
expert,tournamentN,w19,214
expert,tournamentN,205,248
expert,tournamentN,341,77
expert,tournamentN,145,153
expert,tournamentN,211,32
expert,tournamentN,158,w15
expert,tournamentN,w0,181
expert,tournamentN,158,211
expert,tournamentN,45,w19
expert,tournamentN,w0,205
expert,tournamentN,341,145
expert,tournamentN,45,158
expert,tournamentN,w0,341
expert,tournamentN,w0,45
expert,tradeN,191,179
expert,tradeN,191,279
expert,tradeN,63,191
expert,tradeN,63,326
expert,tradeN,63,327
expert,tradeN,63,160
expert,tradeN,63,218
expert,tradeN,63,w10
expert,tradeN,63,180
expert,tradeN,63,274
expert,tradeN,63,310
expert,tradeN,63,18
expert,tradeN,63,243
expert,tradeN,63,104
expert,tradeN,345,63
expert,tradeN,345,188
expert,tradeN,345,202
expert,tradeN,345,w11
expert,tradeN,172,345
expert,tradeN,172,322
expert,tradeN,172,64
expert,tradeN,172,43
expert,tradeN,339,172
expert,tradeN,339,w19
expert,tradeN,339,184
expert,tradeN,339,25
expert,tradeN,339,56
expert,tradeN,339,311
expert,tradeN,339,330
expert,tradeN,339,346
expert,tradeN,339,7
expert,tournamentN,210,140
expert,tournamentN,52,208
expert,tournamentN,297,144
expert,tournamentN,211,159
expert,tournamentN,94,w0
expert,tournamentN,338,145
expert,tournamentN,97,215
expert,tournamentN,241,199
expert,tournamentN,343,193
expert,tournamentN,277,119
expert,tournamentN,142,219
expert,tournamentN,223,236
expert,tournamentN,302,183
expert,tournamentN,181,15
expert,tournamentN,46,332
expert,tournamentN,155,34
expert,tournamentN,211,210
expert,tournamentN,338,155
expert,tournamentN,52,97
expert,tournamentN,343,94
expert,tournamentN,297,46
expert,tournamentN,277,241
expert,tournamentN,181,223
expert,tournamentN,302,142
expert,tournamentN,52,338
expert,tournamentN,343,297
expert,tournamentN,302,181
expert,tournamentN,211,277
expert,tournamentN,343,211
expert,tournamentN,302,52
expert,tournamentN,302,343
novice,tradeN,260,48
novice,tradeN,249,260
novice,tradeN,249,189
novice,tradeN,249,82
novice,tradeN,249,67
novice,tradeN,249,339
novice,tradeN,249,320
novice,tradeN,249,196
novice,tradeN,249,8
novice,tradeN,249,w5
novice,tradeN,249,213
novice,tradeN,249,312
novice,tradeN,249,90
novice,tradeN,249,234
novice,tradeN,249,157
novice,tradeN,249,257
novice,tradeN,249,29
novice,tradeN,182,249
novice,tradeN,182,235
novice,tradeN,182,122
novice,tradeN,182,253
novice,tradeN,182,190
novice,tradeN,182,322
novice,tradeN,182,293
novice,tradeN,182,24
novice,tradeN,182,270
novice,tradeN,182,282
novice,tradeN,182,36
novice,tradeN,182,215
novice,tradeN,182,141
novice,tradeN,182,262
novice,tournamentN,283,208
novice,tournamentN,172,115
novice,tournamentN,207,102
novice,tournamentN,276,343
novice,tournamentN,47,300
novice,tournamentN,197,273
novice,tournamentN,340,105
novice,tournamentN,w19,35
novice,tournamentN,w1,91
novice,tournamentN,332,183
novice,tournamentN,13,139
novice,tournamentN,w18,267
novice,tournamentN,251,15
novice,tournamentN,297,129
novice,tournamentN,20,209
novice,tournamentN,331,284
novice,tournamentN,332,w1
novice,tournamentN,283,w19
novice,tournamentN,20,276
novice,tournamentN,w18,13
novice,tournamentN,172,297
novice,tournamentN,331,340
novice,tournamentN,207,251
novice,tournamentN,197,47
novice,tournamentN,207,w18
novice,tournamentN,172,332
novice,tournamentN,197,283
novice,tournamentN,331,20
novice,tournamentN,172,197
novice,tournamentN,207,331
novice,tournamentN,207,172
expert,tradeN,164,187
expert,tradeN,164,w4
expert,tradeN,164,255
expert,tradeN,164,124
expert,tradeN,164,297
expert,tradeN,164,27
expert,tradeN,164,15
expert,tradeN,164,322
expert,tradeN,164,108
expert,tradeN,164,133
expert,tradeN,164,105
expert,tradeN,164,179
expert,tradeN,164,159
expert,tradeN,164,253
expert,tradeN,164,18
expert,tradeN,164,183
expert,tradeN,164,290
expert,tradeN,164,134
expert,tradeN,164,74
expert,tradeN,164,161
expert,tradeN,164,79
expert,tradeN,64,164
expert,tradeN,172,64
expert,tradeN,172,111
expert,tradeN,172,2
expert,tradeN,172,107
expert,tradeN,172,176
expert,tradeN,172,345
expert,tradeN,172,42
expert,tradeN,172,49
expert,tradeN,172,269
expert,tournamentN,276,254
expert,tournamentN,223,303
expert,tournamentN,w18,156
expert,tournamentN,112,122
expert,tournamentN,w19,36
expert,tournamentN,258,150
expert,tournamentN,234,229
expert,tournamentN,233,264
expert,tournamentN,117,167
expert,tournamentN,85,284
expert,tournamentN,41,82
expert,tournamentN,103,17
expert,tournamentN,299,349
expert,tournamentN,93,196
expert,tournamentN,32,47
expert,tournamentN,280,240
expert,tournamentN,112,280
expert,tournamentN,93,258
expert,tournamentN,85,117
expert,tournamentN,299,233
expert,tournamentN,276,223
expert,tournamentN,103,234
expert,tournamentN,w19,32
expert,tournamentN,w18,41
expert,tournamentN,w19,w18
expert,tournamentN,299,112
expert,tournamentN,93,85
expert,tournamentN,276,103
expert,tournamentN,93,276
expert,tournamentN,w19,299
expert,tournamentN,w19,93
novice,tradeN,108,321
novice,tradeN,67,108
novice,tradeN,67,86
novice,tradeN,67,w16
novice,tradeN,67,76
novice,tradeN,172,67
novice,tradeN,172,13
novice,tradeN,172,20
novice,tradeN,172,w5
novice,tradeN,172,102
novice,tradeN,172,182
novice,tradeN,172,56
novice,tradeN,172,159
novice,tradeN,172,329
novice,tradeN,172,332
novice,tradeN,172,227
novice,tradeN,172,98
novice,tradeN,172,217
novice,tradeN,172,134
novice,tradeN,172,348
novice,tradeN,172,237
novice,tradeN,172,63
novice,tradeN,89,172
novice,tradeN,89,160
novice,tradeN,89,120
novice,tradeN,89,19
novice,tradeN,89,275
novice,tradeN,89,258
novice,tradeN,340,89
novice,tradeN,340,9
novice,tradeN,340,91
novice,tournamentN,210,344
novice,tournamentN,w8,144
novice,tournamentN,207,183
novice,tournamentN,35,132
novice,tournamentN,7,0
novice,tournamentN,65,218
novice,tournamentN,297,122
novice,tournamentN,327,180
novice,tournamentN,46,196
novice,tournamentN,271,184
novice,tournamentN,320,45
novice,tournamentN,49,333
novice,tournamentN,w1,330
novice,tournamentN,5,156
novice,tournamentN,178,33
novice,tournamentN,32,185
novice,tournamentN,207,320
novice,tournamentN,271,35
novice,tournamentN,7,49
novice,tournamentN,w8,210
novice,tournamentN,w1,65
novice,tournamentN,297,327
novice,tournamentN,178,5
novice,tournamentN,46,32
novice,tournamentN,207,178
novice,tournamentN,w1,46
novice,tournamentN,w8,271
novice,tournamentN,297,7
novice,tournamentN,w8,297
novice,tournamentN,w1,207
novice,tournamentN,w1,w8
novice,tradeN,278,83
novice,tradeN,320,278
novice,tradeN,320,217
novice,tradeN,320,82
novice,tradeN,336,320
novice,tradeN,336,330
novice,tradeN,336,178
novice,tradeN,336,209
novice,tradeN,281,336
novice,tradeN,265,281
novice,tradeN,265,13
novice,tradeN,230,265
novice,tradeN,230,303
novice,tradeN,230,51
novice,tradeN,230,188
novice,tradeN,230,65
novice,tradeN,230,310
novice,tradeN,230,224
novice,tradeN,230,134
novice,tradeN,230,21
novice,tradeN,230,49
novice,tradeN,230,76
novice,tradeN,230,105
novice,tradeN,230,145
novice,tradeN,230,345
novice,tradeN,120,230
novice,tradeN,120,74
novice,tradeN,120,154
novice,tradeN,120,17
novice,tradeN,120,163
novice,tradeN,204,120
novice,tournamentN,238,62
novice,tournamentN,142,w2
novice,tournamentN,27,329
novice,tournamentN,342,136
novice,tournamentN,314,151
novice,tournamentN,175,15
novice,tournamentN,47,300
novice,tournamentN,240,221
novice,tournamentN,132,252
novice,tournamentN,249,223
novice,tournamentN,331,67
novice,tournamentN,339,46
novice,tournamentN,91,202
novice,tournamentN,20,338
novice,tournamentN,225,185
novice,tournamentN,61,52
novice,tournamentN,238,240
novice,tournamentN,331,27
novice,tournamentN,339,132
novice,tournamentN,342,314
novice,tournamentN,47,225
novice,tournamentN,142,175
novice,tournamentN,61,20
novice,tournamentN,91,249
novice,tournamentN,339,238
novice,tournamentN,91,61
novice,tournamentN,331,47
novice,tournamentN,342,142
novice,tournamentN,339,331
novice,tournamentN,342,91
novice,tournamentN,342,339
expert,tradeN,317,115
expert,tradeN,89,317
expert,tradeN,89,191
expert,tradeN,89,305
expert,tradeN,89,215
expert,tradeN,89,260
expert,tradeN,89,105
expert,tradeN,341,89
expert,tradeN,341,113
expert,tradeN,341,192
expert,tradeN,341,119
expert,tradeN,341,37
expert,tradeN,341,125
expert,tradeN,341,156
expert,tradeN,341,140
expert,tradeN,341,157
expert,tradeN,341,120
expert,tradeN,341,312
expert,tradeN,341,118
expert,tradeN,341,226
expert,tradeN,341,279
expert,tradeN,341,304
expert,tradeN,341,10
expert,tradeN,341,134
expert,tradeN,341,342
expert,tradeN,341,328
expert,tradeN,341,40
expert,tradeN,341,327
expert,tradeN,341,202
expert,tradeN,341,50
expert,tradeN,341,73
expert,tournamentN,85,303
expert,tournamentN,322,34
expert,tournamentN,235,275
expert,tournamentN,340,137
expert,tournamentN,101,w4
expert,tournamentN,99,252
expert,tournamentN,339,58
expert,tournamentN,170,148
expert,tournamentN,w8,261
expert,tournamentN,161,22
expert,tournamentN,178,108
expert,tournamentN,153,18
expert,tournamentN,39,38
expert,tournamentN,254,307
expert,tournamentN,158,318
expert,tournamentN,w18,72
expert,tournamentN,158,161
expert,tournamentN,254,101
expert,tournamentN,340,235
expert,tournamentN,w8,170
expert,tournamentN,99,153
expert,tournamentN,339,w18
expert,tournamentN,178,39
expert,tournamentN,85,322
expert,tournamentN,339,340
expert,tournamentN,158,254
expert,tournamentN,99,178
expert,tournamentN,w8,85
expert,tournamentN,158,99
expert,tournamentN,339,w8
expert,tournamentN,339,158
novice,tradeN,299,206
novice,tradeN,299,314
novice,tradeN,299,104
novice,tradeN,299,307
novice,tradeN,299,w15
novice,tradeN,299,136
novice,tradeN,299,29
novice,tradeN,299,252
novice,tradeN,299,195
novice,tradeN,299,336
novice,tradeN,299,w14
novice,tradeN,299,161
novice,tradeN,299,101
novice,tradeN,299,276
novice,tradeN,299,114
novice,tradeN,299,253
novice,tradeN,299,155
novice,tradeN,299,132
novice,tradeN,299,92
novice,tradeN,299,13
novice,tradeN,299,137
novice,tradeN,299,320
novice,tradeN,299,25
novice,tradeN,299,277
novice,tradeN,299,295
novice,tradeN,299,228
novice,tradeN,299,315
novice,tradeN,299,312
novice,tradeN,299,237
novice,tradeN,299,72
novice,tradeN,299,269
novice,tournamentN,170,218
novice,tournamentN,211,209
novice,tournamentN,289,257
novice,tournamentN,100,90
novice,tournamentN,96,109
novice,tournamentN,281,236
novice,tournamentN,181,197
novice,tournamentN,51,204
novice,tournamentN,w9,332
novice,tournamentN,w17,128
novice,tournamentN,58,231
novice,tournamentN,298,330
novice,tournamentN,201,348
novice,tournamentN,60,56
novice,tournamentN,238,140
novice,tournamentN,98,256
novice,tournamentN,211,100
novice,tournamentN,298,98
novice,tournamentN,238,51
novice,tournamentN,201,289
novice,tournamentN,58,170
novice,tournamentN,60,281
novice,tournamentN,w9,181
novice,tournamentN,w17,96
novice,tournamentN,60,w17
novice,tournamentN,w9,211
novice,tournamentN,298,201
novice,tournamentN,58,238
novice,tournamentN,60,w9
novice,tournamentN,58,298
novice,tournamentN,58,60
expert,tradeN,240,226
expert,tradeN,240,280
expert,tradeN,50,240
expert,tradeN,50,183
expert,tradeN,50,310
expert,tradeN,50,79
expert,tradeN,50,25
expert,tradeN,50,348
expert,tradeN,198,50
expert,tradeN,17,198
expert,tradeN,17,300
expert,tradeN,17,w17
expert,tradeN,17,92
expert,tradeN,17,47
expert,tradeN,17,227
expert,tradeN,17,259
expert,tradeN,243,17
expert,tradeN,243,327
expert,tradeN,243,170
expert,tradeN,149,243
expert,tradeN,338,149
expert,tradeN,338,82
expert,tradeN,338,36
expert,tradeN,338,302
expert,tradeN,338,34
expert,tradeN,338,120
expert,tradeN,338,78
expert,tradeN,338,65
expert,tradeN,338,335
expert,tradeN,338,147
expert,tradeN,338,122
expert,tournamentN,w0,29
expert,tournamentN,184,178
expert,tournamentN,121,179
expert,tournamentN,282,223
expert,tournamentN,186,141
expert,tournamentN,117,90
expert,tournamentN,258,95
expert,tournamentN,347,41
expert,tournamentN,3,323
expert,tournamentN,191,w10
expert,tournamentN,151,140
expert,tournamentN,286,51
expert,tournamentN,270,28
expert,tournamentN,205,62
expert,tournamentN,172,118
expert,tournamentN,321,129
expert,tournamentN,258,117
expert,tournamentN,3,184
expert,tournamentN,321,151
expert,tournamentN,121,186
expert,tournamentN,286,347
expert,tournamentN,191,205
expert,tournamentN,w0,172
expert,tournamentN,282,270
expert,tournamentN,321,282
expert,tournamentN,121,3
expert,tournamentN,286,191
expert,tournamentN,w0,258
expert,tournamentN,321,121
expert,tournamentN,286,w0
expert,tournamentN,286,321
expert,tradeN,260,10
expert,tradeN,260,229
expert,tradeN,321,260
expert,tradeN,321,174
expert,tradeN,321,257
expert,tradeN,321,191
expert,tradeN,321,215
expert,tradeN,321,23
expert,tradeN,w4,321
expert,tradeN,242,w4
expert,tradeN,242,105
expert,tradeN,242,294
expert,tradeN,242,189
expert,tradeN,242,248
expert,tradeN,242,63
expert,tradeN,242,185
expert,tradeN,242,130
expert,tradeN,268,242
expert,tradeN,268,28
expert,tradeN,268,254
expert,tradeN,302,268
expert,tradeN,302,197
expert,tradeN,302,92
expert,tradeN,302,131
expert,tradeN,302,255
expert,tradeN,302,200
expert,tradeN,302,79
expert,tradeN,302,156
expert,tradeN,302,80
expert,tradeN,302,328
expert,tradeN,302,70
expert,tournamentN,32,134
expert,tournamentN,65,81
expert,tournamentN,318,0
expert,tournamentN,135,326
expert,tournamentN,241,43
expert,tournamentN,303,307
expert,tournamentN,290,244
expert,tournamentN,137,82
expert,tournamentN,73,49
expert,tournamentN,186,102
expert,tournamentN,182,227
expert,tournamentN,217,304
expert,tournamentN,198,291
expert,tournamentN,334,279
expert,tournamentN,106,91
expert,tournamentN,327,274
expert,tournamentN,135,32
expert,tournamentN,73,106
expert,tournamentN,182,186
expert,tournamentN,290,327
expert,tournamentN,198,137
expert,tournamentN,217,65
expert,tournamentN,334,241
expert,tournamentN,318,303
expert,tournamentN,217,135
expert,tournamentN,334,182
expert,tournamentN,73,290
expert,tournamentN,318,198
expert,tournamentN,73,318
expert,tournamentN,334,217
expert,tournamentN,334,73
expert,tradeN,45,50
expert,tradeN,45,20
expert,tradeN,45,155
expert,tradeN,45,66
expert,tradeN,45,191
expert,tradeN,45,120
expert,tradeN,45,186
expert,tradeN,45,293
expert,tradeN,278,45
expert,tradeN,278,198
expert,tradeN,278,117
expert,tradeN,278,125
expert,tradeN,278,47
expert,tradeN,278,76
expert,tradeN,278,221
expert,tradeN,278,243
expert,tradeN,278,30
expert,tradeN,278,185
expert,tradeN,338,278
expert,tradeN,338,5
expert,tradeN,338,11
expert,tradeN,338,333
expert,tradeN,338,205
expert,tradeN,338,345
expert,tradeN,338,32
expert,tradeN,338,39
expert,tradeN,338,241
expert,tradeN,338,283
expert,tradeN,338,156
expert,tradeN,338,318
expert,tradeN,338,323
expert,tournamentN,w18,306
expert,tournamentN,121,w8
expert,tournamentN,113,22
expert,tournamentN,29,252
expert,tournamentN,208,220
expert,tournamentN,89,279
expert,tournamentN,230,9
expert,tournamentN,336,55
expert,tournamentN,136,62
expert,tournamentN,342,21
expert,tournamentN,290,287
expert,tournamentN,242,212
expert,tournamentN,224,2
expert,tournamentN,164,107
expert,tournamentN,w4,140
expert,tournamentN,281,35
expert,tournamentN,w4,336
expert,tournamentN,342,113
expert,tournamentN,121,136
expert,tournamentN,w18,224
expert,tournamentN,242,281
expert,tournamentN,208,164
expert,tournamentN,89,230
expert,tournamentN,290,29
expert,tournamentN,290,242
expert,tournamentN,121,89
expert,tournamentN,w4,208
expert,tournamentN,w18,342
expert,tournamentN,121,290
expert,tournamentN,w18,w4
expert,tournamentN,w18,121
novice,tradeN,192,247
novice,tradeN,192,318
novice,tradeN,2,192
novice,tradeN,322,2
novice,tradeN,322,101
novice,tradeN,211,322
novice,tradeN,211,w17
novice,tradeN,211,91
novice,tradeN,211,149
novice,tradeN,211,25
novice,tradeN,211,7
novice,tradeN,211,65
novice,tradeN,211,131
novice,tradeN,211,181
novice,tradeN,211,109
novice,tradeN,211,130
novice,tradeN,211,w9
novice,tradeN,211,193
novice,tradeN,222,211
novice,tradeN,222,43
novice,tradeN,306,222
novice,tradeN,306,298
novice,tradeN,252,306
novice,tradeN,252,248
novice,tradeN,252,156
novice,tradeN,252,323
novice,tradeN,252,305
novice,tradeN,252,22
novice,tradeN,252,111
novice,tradeN,252,w11
novice,tradeN,252,282
novice,tournamentN,295,274
novice,tournamentN,253,226
novice,tournamentN,185,328
novice,tournamentN,154,202
novice,tournamentN,300,77
novice,tournamentN,w19,13
novice,tournamentN,69,331
novice,tournamentN,235,38
novice,tournamentN,42,179
novice,tournamentN,338,270
novice,tournamentN,319,0
novice,tournamentN,81,244
novice,tournamentN,175,62
novice,tournamentN,269,26
novice,tournamentN,249,168
novice,tournamentN,100,115
novice,tournamentN,42,81
novice,tournamentN,300,319
novice,tournamentN,100,175
novice,tournamentN,249,338
novice,tournamentN,185,295
novice,tournamentN,253,154
novice,tournamentN,269,w19
novice,tournamentN,69,235
novice,tournamentN,249,300
novice,tournamentN,42,269
novice,tournamentN,69,185
novice,tournamentN,253,100
novice,tournamentN,42,249
novice,tournamentN,253,69
novice,tournamentN,42,253
expert,tradeN,244,140
expert,tradeN,137,244
expert,tradeN,334,137
expert,tradeN,334,191
expert,tradeN,334,291
expert,tradeN,334,335
expert,tradeN,334,45
expert,tradeN,334,109
expert,tradeN,181,334
expert,tradeN,181,131
expert,tradeN,181,307
expert,tradeN,181,340
expert,tradeN,181,66
expert,tradeN,181,274
expert,tradeN,181,326
expert,tradeN,181,223
expert,tradeN,181,281
expert,tradeN,181,88
expert,tradeN,181,8
expert,tradeN,181,186
expert,tradeN,181,w11
expert,tradeN,181,174
expert,tradeN,181,19
expert,tradeN,181,348
expert,tradeN,181,295
expert,tradeN,181,85
expert,tradeN,181,279
expert,tradeN,181,43
expert,tradeN,181,81
expert,tradeN,181,263
expert,tradeN,181,112
expert,tournamentN,168,194
expert,tournamentN,219,239
expert,tournamentN,192,119
expert,tournamentN,235,200
expert,tournamentN,148,56
expert,tournamentN,142,33
expert,tournamentN,49,317
expert,tournamentN,271,178
expert,tournamentN,161,189
expert,tournamentN,344,173
expert,tournamentN,70,184
expert,tournamentN,269,46
expert,tournamentN,338,60
expert,tournamentN,63,54
expert,tournamentN,328,267
expert,tournamentN,w19,97
expert,tournamentN,271,219
expert,tournamentN,192,328
expert,tournamentN,269,338
expert,tournamentN,344,63
expert,tournamentN,235,w19
expert,tournamentN,161,142
expert,tournamentN,168,70
expert,tournamentN,148,49
expert,tournamentN,269,271
expert,tournamentN,344,148
expert,tournamentN,235,161
expert,tournamentN,192,168
expert,tournamentN,269,344
expert,tournamentN,235,192
expert,tournamentN,269,235
expert,tradeN,184,321
expert,tradeN,184,105
expert,tradeN,298,184
expert,tradeN,298,280
expert,tradeN,298,200
expert,tradeN,298,164
expert,tradeN,298,269
expert,tradeN,298,96
expert,tradeN,290,298
expert,tradeN,290,211
expert,tradeN,290,187
expert,tradeN,290,55
expert,tradeN,290,271
expert,tradeN,290,118
expert,tradeN,290,344
expert,tradeN,290,33
expert,tradeN,290,310
expert,tradeN,290,117
expert,tradeN,290,35
expert,tradeN,290,225
expert,tradeN,290,245
expert,tradeN,290,260
expert,tradeN,290,47
expert,tradeN,290,229
expert,tradeN,290,66
expert,tradeN,290,293
expert,tradeN,290,224
expert,tradeN,290,185
expert,tradeN,290,128
expert,tradeN,290,158
expert,tradeN,290,102
expert,tournamentN,77,59
expert,tournamentN,178,107
expert,tournamentN,320,163
expert,tournamentN,281,15
expert,tournamentN,99,209
expert,tournamentN,153,122
expert,tournamentN,336,144
expert,tournamentN,331,190
expert,tournamentN,302,282
expert,tournamentN,179,141
expert,tournamentN,160,w8
expert,tournamentN,251,349
expert,tournamentN,124,9
expert,tournamentN,20,134
expert,tournamentN,195,41
expert,tournamentN,217,297
expert,tournamentN,331,320
expert,tournamentN,302,281
expert,tournamentN,160,178
expert,tournamentN,99,195
expert,tournamentN,336,124
expert,tournamentN,217,77
expert,tournamentN,20,251
expert,tournamentN,179,153
expert,tournamentN,217,179
expert,tournamentN,331,99
expert,tournamentN,20,160
expert,tournamentN,302,336
expert,tournamentN,331,20
expert,tournamentN,302,217
expert,tournamentN,302,331
expert,tradeN,273,119
expert,tradeN,335,273
expert,tradeN,335,221
expert,tradeN,335,10
expert,tradeN,276,335
expert,tradeN,276,300
expert,tradeN,276,18
expert,tradeN,276,248
expert,tradeN,276,337
expert,tradeN,276,143
expert,tradeN,276,320
expert,tradeN,276,97
expert,tradeN,276,153
expert,tradeN,276,60
expert,tradeN,276,266
expert,tradeN,276,177
expert,tradeN,276,28
